Id,Area,Bedrooms,Bathrooms,Floors,YearBuilt,Location,Condition,Garage,Price,HouseAge
1805,2834,4,4,1,1917,Downtown,Fair,No,470129,109
1806,3874,2,2,1,1940,Urban,Fair,Yes,107788,86
1807,1516,1,4,3,1957,Urban,Fair,No,713515,69
1808,4906,2,3,2,1955,Suburban,Fair,No,706282,71
1809,707,4,3,3,1923,Suburban,Good,Yes,777591,103
1810,3165,3,3,3,1972,Downtown,Fair,No,201744,54
1811,2993,3,4,3,1930,Downtown,Poor,No,219598,96
1812,1132,4,2,2,1954,Rural,Excellent,Yes,881776,72
1813,2602,3,1,2,2004,Downtown,Poor,No,959251,22
1814,3459,5,2,2,1909,Suburban,Excellent,No,462230,117
1815,3583,1,4,1,1959,Urban,Poor,No,647640,67
1816,2431,1,4,2,1901,Rural,Excellent,No,534495,125
1817,4219,1,1,1,2001,Downtown,Excellent,Yes,352468,25
1818,3062,3,4,1,1914,Downtown,Excellent,No,557745,112
1819,2179,3,3,2,1902,Suburban,Excellent,No,930507,124
1820,736,2,3,2,1942,Rural,Good,Yes,276710,84
1821,4943,2,3,2,1930,Downtown,Poor,Yes,744058,96
1822,2040,1,3,1,1969,Urban,Excellent,No,913601,57
1823,4443,5,3,3,1966,Suburban,Poor,Yes,859816,60
1824,863,2,4,2,1955,Rural,Fair,Yes,577800,71
1825,2868,2,1,2,1962,Downtown,Excellent,Yes,973570,64
1826,785,3,1,2,1974,Downtown,Poor,Yes,736860,52
1827,648,5,3,1,1914,Rural,Good,Yes,173775,112
1828,4537,1,4,1,2008,Suburban,Poor,Yes,128743,18
1829,2266,2,2,3,2015,Rural,Excellent,Yes,397786,11
1830,1512,5,2,2,1991,Rural,Fair,Yes,441731,35
1831,3331,5,4,1,1909,Suburban,Poor,Yes,654146,117
1832,3007,1,3,3,1937,Downtown,Fair,No,629088,89
1833,2023,5,1,2,1946,Urban,Good,No,506356,80
1834,3285,5,4,1,1956,Suburban,Poor,No,674652,70
1835,3056,5,2,2,1949,Urban,Poor,No,555533,77
1836,4225,2,2,2,2013,Downtown,Good,No,314531,13
1837,2101,1,2,1,1970,Rural,Good,Yes,237232,56
1838,2908,5,3,1,1914,Urban,Good,Yes,778927,112
1839,840,5,2,1,1917,Downtown,Excellent,No,182871,109
1840,3317,2,4,2,1981,Downtown,Excellent,No,169095,45
1841,2996,1,4,2,2015,Rural,Poor,Yes,609836,11
1842,2225,3,2,3,2004,Rural,Poor,No,140450,22
1843,2189,2,4,2,1987,Downtown,Poor,Yes,679957,39
1844,3767,1,2,1,1901,Downtown,Fair,No,916603,125
1845,4906,5,2,2,2003,Urban,Good,Yes,483595,23
1846,761,1,1,3,1983,Downtown,Poor,No,357558,43
1847,1942,1,3,3,1997,Downtown,Good,Yes,647359,29
1848,905,1,3,1,1942,Urban,Excellent,No,687096,84
1849,2690,3,1,1,1925,Suburban,Good,No,550884,101
1850,4937,1,1,3,1970,Urban,Fair,Yes,128591,56
1851,743,3,3,3,1937,Urban,Fair,Yes,798501,89
1852,4607,5,2,3,1993,Rural,Good,No,316441,33
1853,1060,3,2,1,1941,Urban,Fair,No,683801,85
1854,4637,5,3,3,1904,Downtown,Fair,Yes,965100,122
1855,3225,5,2,3,1910,Downtown,Excellent,Yes,922911,116
1856,1093,3,1,1,1964,Downtown,Poor,Yes,148752,62
1857,2326,2,2,2,1933,Suburban,Fair,No,186080,93
1858,3729,4,2,2,2019,Downtown,Poor,No,267885,7
1859,3787,1,4,3,1900,Suburban,Good,Yes,427625,126
1860,4573,4,4,2,1982,Downtown,Good,No,197892,44
1861,633,1,4,2,1901,Urban,Fair,No,514764,125
1862,3638,1,2,2,1984,Rural,Good,Yes,203325,42
1863,4419,5,3,2,1919,Downtown,Excellent,No,472418,107
1864,572,1,1,3,1960,Suburban,Fair,Yes,996740,66
1865,4994,1,2,2,1986,Suburban,Fair,Yes,641444,40
1866,4725,3,3,2,1920,Rural,Fair,No,817248,106
1867,3478,4,2,1,1987,Downtown,Good,No,110263,39
1868,4861,3,1,3,1967,Urban,Good,Yes,955428,59
1869,2485,1,2,1,1911,Downtown,Fair,Yes,673540,115
1870,1292,5,1,1,1921,Downtown,Poor,Yes,168632,105
1871,4759,3,2,3,1919,Rural,Good,No,911287,107
1872,594,3,1,2,1981,Downtown,Good,Yes,66575,45
1873,1633,2,2,1,1900,Urban,Fair,Yes,324348,126
1874,737,1,1,3,1929,Suburban,Poor,Yes,61952,97
1875,3446,5,4,2,1996,Rural,Fair,Yes,569826,30
1876,3030,3,2,3,1923,Urban,Good,No,133323,103
1877,2460,3,2,1,1913,Suburban,Fair,No,756502,113
1878,1548,5,3,2,1935,Rural,Fair,Yes,214944,91
1879,3029,1,3,2,1968,Rural,Fair,No,734736,58
1880,3464,2,1,3,1974,Suburban,Poor,No,771444,52
1881,1463,3,2,2,1923,Suburban,Fair,No,192712,103
1882,1036,2,1,1,1959,Urban,Good,Yes,338581,67
1883,4723,4,4,1,1994,Downtown,Fair,No,177129,32
1884,4179,1,3,1,1954,Downtown,Poor,No,924113,72
1885,4687,4,1,3,1976,Downtown,Excellent,Yes,828810,50
1886,4224,4,1,2,1979,Downtown,Poor,Yes,582191,47
1887,1042,4,3,2,1923,Downtown,Fair,No,264776,103
1888,1345,1,2,2,1976,Urban,Excellent,No,601151,50
1889,4103,1,1,1,1923,Rural,Fair,Yes,355525,103
1890,3536,5,3,2,1953,Urban,Poor,Yes,864980,73
1891,2994,2,2,1,1925,Urban,Excellent,Yes,493172,101
1892,4985,2,4,2,1965,Urban,Excellent,Yes,585755,61
1893,3219,5,3,1,1979,Rural,Fair,No,370098,47
1894,2384,5,1,2,1937,Urban,Fair,Yes,336045,89
1895,4638,4,4,3,2009,Urban,Poor,No,859733,17
1896,4849,5,2,3,1964,Rural,Fair,No,961118,62
1897,3701,3,2,1,2012,Urban,Excellent,No,807902,14
1898,3210,2,3,1,1974,Downtown,Good,Yes,921612,52
1899,2453,5,3,2,1950,Suburban,Good,Yes,644191,76
1900,4350,3,3,2,1934,Urban,Poor,No,416099,92
1901,1189,3,2,3,1942,Suburban,Fair,No,983708,84
1902,2450,3,4,2,1928,Urban,Poor,No,594043,98
1903,956,3,2,1,1936,Urban,Good,No,371961,90
1904,2630,4,1,1,1980,Downtown,Good,No,838525,46
1905,4476,3,2,1,1957,Rural,Fair,Yes,306094,69
1906,4744,4,1,1,1953,Suburban,Excellent,Yes,512753,73
1907,1679,4,4,1,1938,Rural,Fair,Yes,932751,88
1908,4785,3,3,3,1941,Downtown,Good,No,335084,85
1909,4065,2,3,3,1927,Downtown,Excellent,No,749400,99
1910,1382,3,2,1,1928,Suburban,Poor,Yes,703002,98
1911,899,3,3,2,1942,Rural,Good,Yes,141544,84
1912,1108,3,4,1,1902,Downtown,Poor,No,658725,124
1913,2138,2,3,3,2015,Urban,Excellent,Yes,405113,11
1914,2648,1,2,1,1909,Urban,Poor,Yes,157001,117
1915,1882,1,4,3,1958,Urban,Good,Yes,137725,68
1916,1903,4,1,3,2005,Rural,Fair,No,427928,21
1917,1319,4,2,1,1913,Urban,Poor,No,160675,113
1918,3792,2,1,1,1975,Urban,Good,Yes,144266,51
1919,1319,5,4,2,1946,Downtown,Good,No,321380,80
1920,919,1,2,3,1941,Downtown,Excellent,Yes,909029,85
1921,4719,4,2,2,1993,Urban,Good,Yes,265196,33
1922,3802,1,4,1,1931,Urban,Fair,No,184974,95
1923,2008,2,3,3,1931,Downtown,Fair,No,673944,95
1924,1267,2,2,2,1941,Suburban,Poor,No,346508,85
1925,2544,5,2,2,1931,Rural,Poor,Yes,681359,95
1926,2639,5,1,2,1925,Rural,Poor,Yes,406554,101
1927,3529,2,3,1,2014,Downtown,Poor,Yes,201168,12
1928,2049,4,1,1,1900,Rural,Fair,No,193092,126
1929,2264,1,1,1,1955,Downtown,Excellent,Yes,632761,71
1930,3145,3,3,3,2021,Downtown,Poor,Yes,291472,5
1931,4216,5,3,1,2005,Downtown,Excellent,Yes,356297,21
1932,4981,3,4,3,1901,Downtown,Good,Yes,222349,125
1933,2793,4,3,2,1980,Suburban,Good,No,350646,46
1934,3208,5,2,2,1929,Urban,Poor,No,65675,97
1935,1400,3,3,1,2019,Urban,Good,No,991869,7
1936,3584,4,4,2,2002,Suburban,Excellent,Yes,168384,24
1937,2509,1,4,1,1970,Rural,Excellent,Yes,128229,56
1938,741,4,4,3,1951,Rural,Good,Yes,663337,75
1939,2885,5,3,2,1990,Urban,Poor,No,757508,36
1940,4768,2,3,1,1908,Rural,Excellent,No,401301,118
1941,1171,1,1,2,1921,Urban,Excellent,No,270319,105
1942,663,3,1,2,1933,Urban,Fair,No,679999,93
1943,964,5,2,1,2009,Suburban,Poor,No,684378,17
1944,3542,2,1,2,1948,Rural,Fair,Yes,929753,78
1945,2942,4,2,2,1900,Suburban,Good,No,776262,126
1946,2855,2,4,2,1972,Urban,Good,No,862897,54
1947,4778,5,1,2,1983,Urban,Fair,No,868718,43
1948,3057,5,3,3,1952,Urban,Poor,Yes,104795,74
1949,1045,2,1,2,1982,Downtown,Excellent,No,420283,44
1950,4335,4,2,2,1999,Downtown,Good,No,784543,27
1951,1093,2,1,1,2023,Downtown,Poor,No,153845,3
1952,4304,5,4,3,1939,Suburban,Poor,Yes,362130,87
1953,1959,5,3,1,1944,Urban,Good,Yes,387540,82
1954,3993,3,2,1,1967,Rural,Good,No,891610,59
1955,3101,3,3,1,1908,Suburban,Poor,No,847177,118
1956,2944,1,3,3,2004,Suburban,Excellent,No,828520,22
1957,3172,5,2,1,1921,Suburban,Fair,No,303730,105
1958,4700,3,3,1,1917,Rural,Good,Yes,253426,109
1959,516,2,3,1,1975,Urban,Fair,No,916069,51
1960,3691,4,1,2,2005,Downtown,Poor,Yes,972532,21
1961,892,2,3,1,1942,Urban,Fair,No,279333,84
1962,924,4,3,3,1938,Urban,Excellent,Yes,622854,88
1963,1071,3,3,3,1972,Suburban,Poor,Yes,880154,54
1964,4131,1,3,2,1905,Suburban,Excellent,No,923055,121
1965,1620,2,2,3,1982,Suburban,Poor,Yes,423218,44
1966,741,2,4,3,1947,Downtown,Excellent,No,649262,79
1967,4397,2,1,2,2010,Downtown,Poor,Yes,526908,16
1968,4595,4,3,1,1906,Downtown,Excellent,Yes,396228,120
1969,2779,3,3,2,1979,Urban,Poor,No,220951,47
1970,1288,2,2,1,1968,Suburban,Excellent,No,467983,58
1971,1214,2,4,1,1915,Rural,Poor,Yes,298595,111
1972,3349,1,3,3,1900,Urban,Excellent,Yes,953785,126
1973,1275,1,2,2,2014,Downtown,Good,No,678705,12
1974,4526,3,1,3,1936,Rural,Fair,No,904531,90
1975,2747,3,1,3,2002,Rural,Poor,No,229729,24
1976,578,5,3,1,1982,Suburban,Excellent,Yes,189570,44
1977,4426,1,3,3,2017,Rural,Good,No,254739,9
1978,1355,5,4,2,1936,Downtown,Poor,No,337251,90
1979,2648,4,4,3,1980,Suburban,Poor,Yes,734153,46
1980,1531,5,3,3,1963,Rural,Poor,No,970200,63
1981,3771,2,2,1,1989,Suburban,Fair,No,890271,37
1982,4076,5,4,2,1985,Rural,Excellent,No,663529,41
1983,4682,3,3,3,1961,Urban,Excellent,No,597685,65
1984,3956,4,4,1,1971,Urban,Poor,Yes,581992,55
1985,4006,2,3,3,1960,Downtown,Poor,No,852874,66
1986,907,5,1,2,1932,Urban,Poor,No,769148,94
1987,3211,4,3,3,1965,Urban,Good,No,179576,61
1988,3588,4,1,3,1929,Urban,Poor,No,59765,97
1989,2168,2,4,1,2010,Rural,Fair,No,427972,16
1990,647,5,3,3,1919,Rural,Excellent,No,60002,107
1991,4827,4,4,1,1959,Suburban,Fair,Yes,834141,67
1992,4397,4,1,2,1981,Rural,Poor,Yes,847822,45
1993,2450,1,3,3,2006,Urban,Good,Yes,225508,20
1994,865,4,4,2,2020,Rural,Poor,No,308446,6
1995,2174,1,1,2,1973,Downtown,Poor,No,527698,53
1996,4994,5,4,3,1923,Suburban,Poor,No,295620,103
1997,3046,5,2,1,2019,Suburban,Poor,Yes,580929,7
1998,1062,5,1,2,1903,Rural,Poor,No,476925,123
1999,4062,3,1,2,1936,Urban,Excellent,Yes,161119,90
2000,2989,5,1,3,1903,Suburban,Fair,No,482525,123
